VIV_accession,1_Chordata,2_Mammalia,3_Primates,4_Hominidae,5_Homo,6_Homo sapiens
VIV_95340,1,1,1,1,1,1
VIV_96491,0,0,0,0,0,0
VIV_97344,0,0,0,0,0,0
VIV_977912,0,0,0,0,0,0
VIV_977913,0,0,0,0,0,0
VIV_980964,1,0,0,0,0,0
VIV_98383,0,0,0,0,0,0
VIV_985683,0,0,0,0,0,0
VIV_988776,1,1,1,1,1,1
VIV_99000,1,1,1,1,1,1
VIV_990280,1,1,0,0,0,0
VIV_990303,1,1,1,0,0,0
VIV_990304,1,1,1,0,0,0
VIV_991022,1,1,0,0,0,0
VIV_992212,1,1,1,1,1,1
VIV_992230,1,1,1,1,1,1
VIV_994485,1,0,0,0,0,0
VIV_994672,1,1,1,1,1,1
VIV_994994,1,1,0,0,0,0
VIV_994995,1,0,0,0,0,0
VIV_995022,1,1,1,0,0,0
VIV_996650,1,1,0,0,0,0
VIV_996651,1,1,0,0,0,0
VIV_998829,1,1,0,0,0,0
VIV_999729,0,0,0,0,0,0
